section,pdf_page,column,form,refs,entry,raw
ancient,807,2,ὄρρος,35,"ὄρρος, 35","ὄρρος, 35"
ancient,807,2,ὄρυζα,416,"ὄρυζα, 416","ὄρυζα, 416"
ancient,807,2,ὀρύσσω,417,"ὀρύσσω, 417","ὀρύσσω, 417"
ancient,807,2,ὀρφανός,32,"ὀρφανός, 32","ὀρφανός, 32"
ancient,807,2,ὀρφνός,118,"ὀρφνός, 118","ὀρφνός, 118"
ancient,807,2,ὅς,496,"ὅς, 496","ὅς, 496"
ancient,807,2,ὄσσε,41,"ὄσσε, 41","ὄσσε, 41"
ancient,807,2,οὖθαρ,"xxiii, 120","οὖθαρ, xxiii, 120","οὖϑαρ, xxiii, 12"
ancient,807,2,οὐλή,569,"οὐλή, 569","οὐλή, 569"
ancient,807,2,οὗλος,598,"οὗλος, 598","οὗλος, 598"
ancient,807,2,οὖς,44,"οὖς, 44","οὖς, 44."
ancient,807,2,ὀφνίς,565,"ὀφνίς, 565","ὀφνίς, 565"
ancient,807,2,ὀφρῦς,"χν, 79","ὀφρῦς, χν, 79","ὀφρῦς, χν, 79"
ancient,807,2,ὀχέω,565,"ὀχέω, 565","ὀχέω, 565"
ancient,807,2,παλάμη,159,"παλάμη, 159","παλάμη, 159"
ancient,807,2,πάρ,161,"πάρ, 161","πάρ, 161"
ancient,807,2,πάρος,XX,"πάρος, XX","πάρος, XX"
ancient,807,2,πατέομαι,150,"πατέομαι, 150","πατέομαι, 150"
ancient,807,3,πατήρ,"xvii, xxix, 121","πατήρ, xvii, xxix, 121","πατήρ, xvii, xxi»"
ancient,807,3,πάτος,142,"πάτος, 142","πάτος, 142"
ancient,807,3,πάτρως,122,"πάτρως, 122","πάτρως, 122"
ancient,807,3,παῦρος,132,"παῦρος, 132","παῦρος, 132"
ancient,807,3,πέδη,138,"πέδη, 138","πέδη, 138"
ancient,807,3,πείθομαι,"47, 65","πείθομαι, 47, 65","πείϑομαι, 47, 65"
ancient,807,3,πείρω,128,"πείρω, 128","πείρω, 128"
ancient,807,3,πεῖσμα,64,"πεῖσμα, 64","πεῖσμα, 64"
ancient,807,3,πέκος,122,"πέκος, 122","πέκος, 122"
ancient,807,3,πέκτω,134,"πέκτω, 134","πέκτω, 134"
ancient,807,3,πέκω,123,"πέκω, 123","πέκω, 123"
ancient,807,3,πέλλα,159,"πέλλα, 159","πέλλα, 159"
ancient,807,3,πελλίς,159,"πελλίς, 159","πελλίς, 159"
ancient,807,3,πελλοράφος,135,"πελλοράφος, 135","πελλοράφος, 1:"
ancient,807,3,πέλμα,135,"πέλμα, 135","πέλμα, 135"
ancient,807,3,πέμπτος,140,"πέμπτος, 140","πέμπτος, 140"
ancient,807,3,πέντε,140,"πέντε, 140","πέντε, 140"
ancient,807,3,πέος,138,"πέος, 138","πέος, 138"
ancient,807,3,πέρδω,137,"πέρδω, 137","πέρδω, 137"
ancient,807,3,περκνός,130,"περκνός, 130","περκνός, 130"
ancient,807,3,πέρυσι,137,"πέρυσι, 137","πέρυσι, 137"
ancient,807,3,πετάννυμι,132,"πετάννυμι, 132","πετάννυμι, 132"
ancient,807,3,πέτομαι,139,"πέτομαι, 139","πέτομαι, 139"
ancient,807,3,πεύθω,61,"πεύθω, 61","πεύϑω, 61"
ancient,807,3,πεύκη,139,"πεύκη, 139","πεύκη, 139"
ancient,807,3,πήγνυμι,"124, 131","πήγνυμι, 124, 131","πήγνυμι, 124, | 131"
ancient,807,3,πῆμα,132,"πῆμα, 132","πῆμα, 132"
ancient,807,3,πήνη,127,"πήνη, 127","πήνη, 127"
ancient,807,3,πήσσω,150,"πήσσω, 150","πήσσω, 150"
ancient,807,3,πῆχυς,"xxxvii, 71","πῆχυς, xxxvii, 71","πῆχυς, xxxvii, 7"
ancient,807,3,πλάγια,144,"πλάγια, 144","πλάγια, 144"
ancient,807,3,πλάγιος,144,"πλάγιος, 144","πλάγιος, 144"
ancient,807,3,πλάζω,144,"πλάζω, 144","πλάζω, 144"
ancient,807,3,πλάξ,143,"πλάξ, 143","πλάξ, 143"
ancient,807,3,πλατύς,144,"πλατύς, 144","πλατύς, 144."
ancient,807,3,πλείων,143,"πλείων, 143","πλείων, 143"
ancient,807,3,πλέκω,146,"πλέκω, 146","πλέκω, 146"
ancient,807,3,πλέω,145,"πλέω, 145","πλέω, 145"
ancient,807,3,πληγή,148,"πληγή, 148","πληγή, 148"
ancient,807,3,πλήσσω,148,"πλήσσω, 148","πλήσσω, 148"
ancient,807,4,πλόος,145,"πλόος, 145","πλόος, 145"
ancient,807,4,πλώαω,147,"πλώαω, 147","πλώαω, 147"
ancient,807,4,πνέω,149,"πνέω, 149","πνέω, 149"
ancient,807,4,ποθέω,"xxviii, 57","ποθέω, xxviii, 57","ποϑέω, xxviii, 57"
ancient,807,4,ποικίλος,123,"ποικίλος, 123","ποικίλος, 123"
ancient,807,4,πόκος,122,"πόκος, 122","πόκος, 122"
ancient,807,4,πόλος,264,"πόλος, 264","πόλος, 264."
ancient,807,4,πολύς,136,"πολύς, 136","πολύς, 136"
ancient,807,4,πόρις,151,"πόρις, 151","πόρις, 151"
ancient,807,4,πόρκος,129,"πόρκος, 129","πόρκος, 129"
ancient,807,4,πόρος,129,"πόρος, 129","πόρος, 129"
ancient,807,4,πόσις,"xvii, 121","πόσις, xvii, 121","πόσις, xvii, 121"
ancient,807,4,ποτάομαι,139,"ποτάομαι, 139","ποτάομαι, 139"
ancient,807,4,πότερος,"xxvii, 264","πότερος, xxvii, 264","πότερος, χχνίϊ, | 264"
ancient,807,4,πούς,xxii,"πούς, xxii","πούς, xxii"
ancient,807,4,πράμος,157,"πράμος, 157","πράμος, 157"
ancient,807,4,πραπίς,244,"πραπίς, 244","πραπίς, 244"
ancient,807,4,πρίων,399,"πρίων, 399","πρίων, 399"
ancient,807,4,πρωί,156,"πρωί, 156","πρωί, 156"
ancient,807,4,πρώιος,156,"πρώιος, 156","πρώιος, 156"
ancient,807,4,πτελέα,136,"πτελέα, 136","πτελέα, 136"
ancient,807,4,πτερίς,130,"πτερίς, 130","πτερίς, 130"
ancient,807,4,πτέρνη,"xxv, 137","πτέρνη, xxv, 137","πτέρνη, χχν, 137"
ancient,807,4,πτέρον,139,"πτέρον, 139","πτέρον, 139"
ancient,807,4,πτισάνη,138,"πτισάνη, 138","πτισάνη, 138"
ancient,807,4,πτίσσω,"130, 138","πτίσσω, 130, 138","πτίσσω, 130, 138"
ancient,807,4,πτύω,468,"πτύω, 468","πτύω, 468"
ancient,807,4,πυθμήν,"xxxiv, 82","πυθμήν, xxxiv, 82","πυϑμήν, xxxiv, 82"
ancient,807,4,πυνθάνομαι,61,"πυνθάνομαι, 61","πυνϑάνομαι, 61"
ancient,807,4,πῦρ,151,"πῦρ, 151","πῦρ, 151"
ancient,807,4,πῶλος,"xx, 158","πῶλος, xx, 158","πῶλος, xx, 158"
ancient,807,4,ῥάδιξ,601,"ῥάδιξ, 601","ῥάδιξ, 601"
ancient,807,4,ῥαιβός,593,"ῥαιβός, 593","ῥαιβός, 593"
ancient,807,4,ῥάπυς,415,"ῥάπυς, 415","ῥάπυς, 415"
ancient,807,4,ῥέθος,412,"ῥέθος, 412","ῥέϑος, 412"
ancient,807,4,ῥέμβομαι,581,"ῥέμβομαι, 581","ῥέμβομαι, 581"
ancient,807,4,ῥεῦμα,483,"ῥεῦμα, 483","ῥεῦμα, 483"
ancient,807,4,ῥέω,485,"ῥέω, 485","ῥέω, 485"
ancient,807,4,ῥίζα,601,"ῥίζα, 601","ῥίζα, 601"
ancient,807,4,ῥόθος,484,"ῥόθος, 484","ῥόϑος, 484"
ancient,807,4,ῥοικός,593,"ῥοικός, 593","ῥοικός, 593"
ancient,808,1,ῥόμος,600,"ῥόμος, 600","ῥόμος, 600"
ancient,808,1,σαίρω,552,"σαίρω, 552","σαίρω, 552"
ancient,808,1,σάσσω,551,"σάσσω, 551","σάσσω, 551"
ancient,808,1,σάττω,551,"σάττω, 551","σάττω, 551"
ancient,808,1,σβέννυμι,320,"σβέννυμι, 320","σβέννυμι, 320"
ancient,808,1,σῆτες,225,"σῆτες, 225","σῆτες, 225"
ancient,808,1,σϊγάω,501,"σϊγάω, 501","σϊγάω, 501"
ancient,808,1,σιωπάω,501,"σιωπάω, 501","σιωπάω, 501"
ancient,808,1,σκάζω,"226, 446","σκάζω, 226, 446","σκάζω, 226, 44"
ancient,808,1,σκάλλω,443,"σκάλλω, 443","σκάλλω, 443"
ancient,808,1,σκαμβός,439,"σκαμβός, 439","σκαμβός, 439"
ancient,808,1,σκάπτω,438,"σκάπτω, 438","σκάπτω, 438"
ancient,808,1,σκέλος,450,"σκέλος, 450","σκέλος, 450"
ancient,808,1,σκιά,"445, 451","σκιά, 445, 451","σκιά, 445, 451"
ancient,808,1,σκότος,438,"σκότος, 438","σκότος, 438"
ancient,808,1,σκύφος,446,"σκύφος, 446","σκύφος, 446"
ancient,808,1,σκώπτω,450,"σκώπτω, 450","σκώπτω, 450"
ancient,808,1,σκῶρ,"xxvi, 440","σκῶρ, xxvi, 440","σκῶρ, χκχνὶ, 4.4"
ancient,808,1,σμερδνός,457,"σμερδνός, 457","σμερδνός, 457"
ancient,808,1,σμικρός,456,"σμικρός, 456","σμικρός, 456"
ancient,808,1,σμίλη,460,"σμίλη, 460","opin, 460"
ancient,808,1,σμύχω,458,"σμύχω, 458","σμύχω, 458"
ancient,808,1,σπάθη,464,"σπάθη, 464","σπάϑη, 464"
ancient,808,1,σπαίρω,471,"σπαίρω, 471","σπαίρω, 471"
ancient,808,1,σπάω,464,"σπάω, 464","σπάω, 464."
ancient,808,1,σπέρχω,470,"σπέρχω, 470","σπέρχω, 470"
ancient,808,1,σπεύδω,467,"σπεύδω, 467","σπεύδω, 467"
ancient,808,1,σπίγγος,467,"σπίγγος, 467","σπίγγος, 467"
ancient,808,1,σπίζω,467,"σπίζω, 467","σπίζω, 467"
ancient,808,1,σπόγγος,495,"σπόγγος, 495","σπόγγος, 495"
ancient,808,1,στάσις,472,"στάσις, 472","στάσις, 472"
ancient,808,1,στάχυς,480,"στάχυς, 480","στάχυς, 480"
ancient,808,1,στέγνος,537,"στέγνος, 537","στέγνος, 537"
ancient,808,1,στέγος,532,"στέγος, 532","στέγος, 532"
ancient,808,1,στέγω,532,"στέγω, 532","στέγω, 532"
ancient,808,1,στεῖρα,478,"στεῖρα, 478","στεῖρα, 478"
ancient,808,1,στείχω,"xxii, 47","στείχω, xxii, 47","στείχω, xxii, 47"
ancient,808,1,στέμβω,473,"στέμβω, 473","στέμβω, 473"
ancient,808,1,στερεός,488,"στερεός, 488","στερεός, 488"
ancient,808,1,στερέω,476,"στερέω, 476","στερέω, 476"
ancient,808,1,στέρφνιος,477,"στέρφνιος, 477","στέρφνιος, 477"
ancient,808,1,στήνιον,466,"στήνιον, 466","στήνιον, 466"
ancient,808,2,στοίχος,479,"στοίχος, 479","στοίχος, 479"
ancient,808,2,στόμα,"xxxvi, 480","στόμα, xxxvi, 480","στόμα, XXXVİ, 4"
ancient,808,2,στόρθη,486,"στόρθη, 486","στόρϑη, 486"
ancient,808,2,στόρνῦμι,483,"στόρνῦμι, 483","στόρνῦμι, 483"
ancient,808,2,στόχος,472,"στόχος, 472","στόχος, 472"
ancient,808,2,στρεύγομαι,484,"στρεύγομαι, 484","στρεύγομαι, 48"
ancient,808,2,στρέφω,"484, 486","στρέφω, 484, 486","στρέφω, 484, | 486"
ancient,808,2,στυφελίζω,478,"στυφελίζω, 478","στυφελίζω, 47!"
ancient,808,2,σύ,549,"σύ, 549","σύ, 549"
ancient,808,2,σφαραγέομαι,469,"σφαραγέομαι, 469","σφαραγέομαι, | 469"
ancient,808,2,σχίζω,446,"σχίζω, 446","σχίζω, 446"
ancient,808,2,σῶς,539,"σῶς, 539","σῶς, 539"
ancient,808,2,ταναός,"xxxviii, 552","ταναός, xxxviii, 552","ταναός, xxxviii, | 552"
ancient,808,2,τάνυμαι,533,"τάνυμαι, 533","τάνυμαι, 533"
ancient,808,2,ταῦρος,540,"ταῦρος, 540","ταῦρος, 540"
ancient,808,2,τέγγω,551,"τέγγω, 551","τέγγω, 551"
ancient,808,2,τέκνον,536,"τέκνον, 536","τέκνον, 536"
ancient,808,2,τέλθος,174,"τέλθος, 174","τέλϑος, 174"
ancient,808,2,τενθρήνη,101,"τενθρήνη, 101","τενϑρήνη, 101"
ancient,808,2,τέρπω,552,"τέρπω, 552","τέρπω, 552"
ancient,808,2,τέρσομαι,539,"τέρσομαι, 539","τέρσομαι, 539"
ancient,808,2,τεταγών,507,"τεταγών, 507","τεταγών, 507"
ancient,808,2,τέταρτος,139,"τέταρτος, 139","τέταρτος, 139"
ancient,808,2,τετραίνω,546,"τετραίνω, 546","τετραίνω, 546"
ancient,808,2,τέτραξ,535,"τέτραξ, 535","τέτραξ, 535"
ancient,808,2,τήγανον,532,"τήγανον, 532","τήγανον, 532"
ancient,808,2,τίθημι,98,"τίθημι, 98","τίϑημι, 98"
ancient,808,2,τίς,261,"τίς, 261","τίς, 261"
ancient,808,2,τιταίνω,533,"τιταίνω, 533","τιταίνω, 533"
ancient,808,2,τιτθός,519,"τιτθός, 519","τιτϑός, 519"
ancient,808,2,τοῖχος,"xl, 95","τοῖχος, xl, 95","τοῖχος, xl, 95"
ancient,808,2,τράμις,535,"τράμις, 535","τράμις, 535"
ancient,808,2,τραπέω,545,"τραπέω, 545","τραπέω, 545"
ancient,808,2,τράχω,544,"τράχω, 544","τράχω, 544"
ancient,808,2,τρεῖς,547,"τρεῖς, 547","τρεῖς, 547"
ancient,808,2,τρέφω,"98, 99","τρέφω, 98, 99","τρέφω, 98, 99"
ancient,808,2,τρέχω,"99, 544","τρέχω, 99, 544","τρέχω, 99, 544."
ancient,808,2,τροφαλίς,99,"τροφαλίς, 99","τροφαλίς, 99"
ancient,808,2,τρόφις,99,"τρόφις, 99","τρόφις, 99"
ancient,808,3,τυγχάνω,107,"τυγχάνω, 107","τυγχάνω, 107"
ancient,808,3,τύκος,550,"τύκος, 550","τύκος, 550"
ancient,808,3,τύλος,550,"τύλος, 550","τύλος, 550"
ancient,808,3,τύρβη,553,"τύρβη, 553","τύρβη, 553"
ancient,808,3,τυφλός,90,"τυφλός, 90","τυφλός, 90"
ancient,808,3,ὑγρός,569,"ὑγρός, 569","ὑγρός, 569"
ancient,808,3,ὕδρα,562,"ὕδρα, 562","ὕδρα, 562"
ancient,808,3,υἱός,493,"υἱός, 493","υἱός, 493"
ancient,808,3,ὑμήν,427,"ὑμήν, 427","ὑμήν, 427"
ancient,808,3,ὕπαρ,497,"ὕπαρ, 497","ὕπαρ, 497"
ancient,808,3,ὕπερ,557,"ὕπερ, 557","ὕπερ, 557"
ancient,808,3,ὑπέρ-ἄντλος,560,"ὑπέρ-ἄντλος, 560","ὑπέρ-αντλος, | 560"
ancient,808,3,ὕπνος,497,"ὕπνος, 497","ὕπνος, 497"
ancient,808,3,ὕπο,557,"ὕπο, 557","ὕπο, 557"
ancient,808,3,ὕρον,503,"ὕρον, 503","ὕρον, 503"
ancient,808,3,ὗς,"xxii, 490","ὗς, xxii, 490","ὗς, xxii, 490"
ancient,808,3,ὑφαίνω,576,"ὑφαίνω, 576","ὑφαίνω, 576"
ancient,808,3,φαίνω,72,"φαίνω, 72","φαίνω, 72"
ancient,808,3,φάκελος,396,"φάκελος, 396","φάκελος, 396"
ancient,808,3,φακός,55,"φακός, 55","φακός, 55"
ancient,808,3,φαληρίς,50,"φαληρίς, 50","φαληρίς, 50"
ancient,808,3,φαλλός,"50, 83","φαλλός, 50, 83","φαλλός, 50, 83"
ancient,808,3,φάρυγξ,53,"φάρυγξ, 53","φάρυγξ, 53"
ancient,808,3,φείδομαι,65,"φείδομαι, 65","φείδομαι, 65"
ancient,808,3,φέρω,"xix, 599","φέρω, xix, 599","φέρω, xix, 59, 7"
ancient,808,3,φηγός,72,"φηγός, 72","φηγός, 72"
ancient,808,3,φημί,52,"φημί, 52","φημί, 52"
ancient,808,3,φθίνω,112,"φθίνω, 112","φϑίνω, 112"
ancient,808,3,φίλος,64,"φίλος, 64","φίλος, 64."
ancient,808,3,φλυδαρός,67,"φλυδαρός, 67","φλυδαρός, 67"
ancient,808,3,φλυδάω,67,"φλυδάω, 67","φλυδάω, 67"
ancient,808,3,φρέαρ,80,"φρέαρ, 80","φρέαρ, 80"
ancient,808,3,φύομαι,"xxv, 71","φύομαι, xxv, 71","φύομαι, χχν, 71"
ancient,808,3,φώγω,"xvii, 49","φώγω, xvii, 49","φώγω, xvii, 49"
ancient,808,3,χαίνω,166,"χαίνω, 166","χαίνω, 166"
ancient,808,3,χαῖος,164,"χαῖος, 164","χαῖος, 164."
ancient,808,3,χαίρω,"175, 187","χαίρω, 175, 187","χαίρω, 175, 187"
ancient,808,3,χανδάνω,176,"χανδάνω, 176","χανδάνω, 176"
ancient,808,3,χάνδον,168,"χάνδον, 168","χάνδον, 168"
ancient,808,3,χάος,166,"χάος, 166","χάος, 166"
ancient,808,3,χάσκω,166,"χάσκω, 166","χάσκω, 166"
ancient,808,3,χέζω,170,"χέζω, 170","νέ7,ι 17N"
ancient,808,4,χέω,177,"χέω, 177","χέω, 177"
ancient,808,4,χήν,168,"χήν, 168","χήν, 168"
ancient,808,4,χθές,176,"χθές, 176","χϑές, 176"
ancient,808,4,χιών,184,"χιών, 184","χιών, 184."
ancient,808,4,χλεύη,180,"χλεύη, 180","χλεύη, 180"
ancient,808,4,χλωρός,174,"χλωρός, 174","χλωρός, 174."
ancient,808,4,χνίει,183,"χνίει, 183","χνίει, 183"
ancient,808,4,χολέρα,165,"χολέρα, 165","χολέρα, 165"
ancient,808,4,χόλος,165,"χόλος, 165","χόλος, 165"
ancient,808,4,-χραύω,188,"-χραύω, 188","-χραύω, 188"
ancient,808,4,χρίω,189,"χρίω, 189","χρίω, 189"
ancient,808,4,χυτὴ,194,"χυτὴ, 194","χυτὴ, 194"
ancient,808,4,χωλός,185,"χωλός, 185","χωλός, 185"
ancient,808,4,ψάμμος,425,"ψάμμος, 425","ψάμμος, 425"
ancient,808,4,ψάρ,466,"ψάρ, 466","ψάρ, 466"
ancient,808,4,ψύλλα,145,"ψύλλα, 145","ψύλλα, 145"
ancient,808,4,ὠλένη,"XX, 22","ὠλένη, XX, 22","ὠλένη, XX, 22"
ancient,808,4,ὠλήν,22,"ὠλήν, 22","ὠλήν, 22"
ancient,808,4,ὦμος,25,"ὦμος, 25","ὦμος, 25"
ancient,808,4,ὠμός,"25, 117","ὠμός, 25, 117","ὠμός, 25, 117"
ancient,808,4,ᾠόν,"χχί, xl, 17","ᾠόν, χχί, xl, 17","ᾠόν, χχί, xl, 17"
ancient,808,4,ὥρα,273,"ὥρα, 273","ὥρα, 273"
ancient,808,4,ὦρος,593,"ὦρος, 593","ὦρος, 593"
modern,808,4,βάλτος,398,"βάλτος, 398","βάλτος, 398"
modern,808,4,νυφίτσα,356,"νυφίτσα, 356","νυφίτσα, 356"
